DATE,Speard ,Yield
3/22/79,10 years - 2 years,-0.65
3/23/79,10 years - 2 years,-0.65
3/26/79,10 years - 2 years,-0.64
3/27/79,10 years - 2 years,-0.62
3/28/79,10 years - 2 years,-0.64
3/29/79,10 years - 2 years,-0.61
3/30/79,10 years - 2 years,-0.61
4/2/79,10 years - 2 years,-0.63
4/3/79,10 years - 2 years,-0.63
4/4/79,10 years - 2 years,-0.62
4/5/79,10 years - 2 years,-0.61
4/6/79,10 years - 2 years,-0.65
4/9/79,10 years - 2 years,-0.67
4/10/79,10 years - 2 years,-0.64
4/11/79,10 years - 2 years,-0.65
4/12/79,10 years - 2 years,-0.65
4/13/79,10 years - 2 years,.
4/16/79,10 years - 2 years,-0.67
4/17/79,10 years - 2 years,-0.61
4/18/79,10 years - 2 years,-0.56
4/19/79,10 years - 2 years,-0.53
4/20/79,10 years - 2 years,-0.54
4/23/79,10 years - 2 years,-0.52
4/24/79,10 years - 2 years,-0.51
4/25/79,10 years - 2 years,-0.54
4/26/79,10 years - 2 years,-0.53
4/27/79,10 years - 2 years,-0.61
4/30/79,10 years - 2 years,-0.56
5/1/79,10 years - 2 years,-0.55
5/2/79,10 years - 2 years,-0.57
5/3/79,10 years - 2 years,-0.55
5/4/79,10 years - 2 years,-0.54
5/7/79,10 years - 2 years,-0.52
5/8/79,10 years - 2 years,-0.53
5/9/79,10 years - 2 years,-0.54
5/10/79,10 years - 2 years,-0.56
5/11/79,10 years - 2 years,-0.56
5/14/79,10 years - 2 years,-0.57
5/15/79,10 years - 2 years,-0.55
5/16/79,10 years - 2 years,-0.53
5/17/79,10 years - 2 years,-0.48
5/18/79,10 years - 2 years,-0.48
5/21/79,10 years - 2 years,-0.51
5/22/79,10 years - 2 years,-0.54
5/23/79,10 years - 2 years,-0.58
5/24/79,10 years - 2 years,-0.52
5/25/79,10 years - 2 years,-0.49
5/28/79,10 years - 2 years,.
5/29/79,10 years - 2 years,-0.49
5/30/79,10 years - 2 years,.
5/31/79,10 years - 2 years,-0.5
6/1/79,10 years - 2 years,-0.51
6/4/79,10 years - 2 years,-0.5
6/5/79,10 years - 2 years,-0.48
6/6/79,10 years - 2 years,-0.46
6/7/79,10 years - 2 years,-0.4
6/8/79,10 years - 2 years,-0.35
6/11/79,10 years - 2 years,-0.33
6/12/79,10 years - 2 years,-0.26
6/13/79,10 years - 2 years,-0.25
6/14/79,10 years - 2 years,-0.25
6/15/79,10 years - 2 years,-0.28
6/18/79,10 years - 2 years,-0.31
6/19/79,10 years - 2 years,-0.29
6/20/79,10 years - 2 years,-0.31
6/21/79,10 years - 2 years,-0.32
6/22/79,10 years - 2 years,-0.29
6/25/79,10 years - 2 years,-0.27
6/26/79,10 years - 2 years,-0.15
6/27/79,10 years - 2 years,-0.12
6/28/79,10 years - 2 years,-0.15
6/29/79,10 years - 2 years,-0.16
7/2/79,10 years - 2 years,-0.17
7/3/79,10 years - 2 years,-0.18
7/4/79,10 years - 2 years,.
7/5/79,10 years - 2 years,-0.18
7/6/79,10 years - 2 years,-0.18
7/9/79,10 years - 2 years,-0.18
7/10/79,10 years - 2 years,-0.12
7/11/79,10 years - 2 years,-0.07
7/12/79,10 years - 2 years,-0.06
7/13/79,10 years - 2 years,-0.07
7/16/79,10 years - 2 years,-0.09
7/17/79,10 years - 2 years,-0.09
7/18/79,10 years - 2 years,-0.07
7/19/79,10 years - 2 years,-0.1
7/20/79,10 years - 2 years,-0.26
7/23/79,10 years - 2 years,-0.25
7/24/79,10 years - 2 years,-0.27
7/25/79,10 years - 2 years,-0.37
7/26/79,10 years - 2 years,-0.28
7/27/79,10 years - 2 years,-0.36
7/30/79,10 years - 2 years,-0.29
7/31/79,10 years - 2 years,-0.3
8/1/79,10 years - 2 years,-0.24
8/2/79,10 years - 2 years,-0.29
8/3/79,10 years - 2 years,-0.35
8/6/79,10 years - 2 years,-0.36
8/7/79,10 years - 2 years,-0.31
8/8/79,10 years - 2 years,-0.32
8/9/79,10 years - 2 years,-0.3
8/10/79,10 years - 2 years,-0.33
8/13/79,10 years - 2 years,-0.34
8/14/79,10 years - 2 years,-0.34
8/15/79,10 years - 2 years,-0.41
8/16/79,10 years - 2 years,-0.39
8/17/79,10 years - 2 years,-0.43
8/20/79,10 years - 2 years,-0.43
8/21/79,10 years - 2 years,-0.47
8/22/79,10 years - 2 years,-0.51
8/23/79,10 years - 2 years,-0.58
8/24/79,10 years - 2 years,-0.58
8/27/79,10 years - 2 years,-0.56
8/28/79,10 years - 2 years,-0.58
8/29/79,10 years - 2 years,-0.59
8/30/79,10 years - 2 years,-0.56
8/31/79,10 years - 2 years,-0.6
9/3/79,10 years - 2 years,.
9/4/79,10 years - 2 years,-0.68
9/5/79,10 years - 2 years,-0.7
9/6/79,10 years - 2 years,-0.68
9/7/79,10 years - 2 years,-0.76
9/10/79,10 years - 2 years,-0.77
9/11/79,10 years - 2 years,-0.75
9/12/79,10 years - 2 years,-0.74
9/13/79,10 years - 2 years,-0.76
9/14/79,10 years - 2 years,-0.73
9/17/79,10 years - 2 years,-0.76
9/18/79,10 years - 2 years,-0.78
9/19/79,10 years - 2 years,-0.77
9/20/79,10 years - 2 years,-0.74
9/21/79,10 years - 2 years,-0.74
9/24/79,10 years - 2 years,-0.67
9/25/79,10 years - 2 years,-0.69
9/26/79,10 years - 2 years,-0.66
9/27/79,10 years - 2 years,-0.67
9/28/79,10 years - 2 years,-0.66
10/1/79,10 years - 2 years,-0.63
10/2/79,10 years - 2 years,-0.67
10/3/79,10 years - 2 years,-0.64
10/4/79,10 years - 2 years,-0.76
10/5/79,10 years - 2 years,-0.79
10/8/79,10 years - 2 years,.
10/9/79,10 years - 2 years,-1.19
10/10/79,10 years - 2 years,-1.31
10/11/79,10 years - 2 years,-1.09
10/12/79,10 years - 2 years,-1.02
10/15/79,10 years - 2 years,-1.08
10/16/79,10 years - 2 years,-1.12
10/17/79,10 years - 2 years,-1.2
10/18/79,10 years - 2 years,-1.34
10/19/79,10 years - 2 years,-1.47
10/22/79,10 years - 2 years,-1.47
10/23/79,10 years - 2 years,-1.61
10/24/79,10 years - 2 years,-1.69
10/25/79,10 years - 2 years,-1.61
10/26/79,10 years - 2 years,-1.38
10/29/79,10 years - 2 years,-1.41
10/30/79,10 years - 2 years,-1.37
10/31/79,10 years - 2 years,-1.34
11/1/79,10 years - 2 years,-1.29
11/2/79,10 years - 2 years,-1.35
11/5/79,10 years - 2 years,-1.3
11/6/79,10 years - 2 years,.
11/7/79,10 years - 2 years,-1.36
11/8/79,10 years - 2 years,-1.33
11/9/79,10 years - 2 years,-1.1
11/12/79,10 years - 2 years,.
11/13/79,10 years - 2 years,-1.01
11/14/79,10 years - 2 years,-1.07
11/15/79,10 years - 2 years,-1.06
11/16/79,10 years - 2 years,-1.2
11/19/79,10 years - 2 years,-1.28
11/20/79,10 years - 2 years,-1.34
11/21/79,10 years - 2 years,-1.44
11/22/79,10 years - 2 years,.
11/23/79,10 years - 2 years,-1.18
11/26/79,10 years - 2 years,-1.07
11/27/79,10 years - 2 years,-0.87
11/28/79,10 years - 2 years,-0.86
11/29/79,10 years - 2 years,-0.89
11/30/79,10 years - 2 years,-0.95
12/3/79,10 years - 2 years,-0.98
12/4/79,10 years - 2 years,-0.98
12/5/79,10 years - 2 years,-0.94
12/6/79,10 years - 2 years,-0.95
12/7/79,10 years - 2 years,-0.91
12/10/79,10 years - 2 years,-0.98
12/11/79,10 years - 2 years,-1.14
12/12/79,10 years - 2 years,-1.27
12/13/79,10 years - 2 years,-1.16
12/14/79,10 years - 2 years,-1.02
12/17/79,10 years - 2 years,-1.03
12/18/79,10 years - 2 years,-0.97
12/19/79,10 years - 2 years,-1.05
12/20/79,10 years - 2 years,-1.02
12/21/79,10 years - 2 years,-1.03
12/24/79,10 years - 2 years,-0.99
12/25/79,10 years - 2 years,.
12/26/79,10 years - 2 years,-0.95
12/27/79,10 years - 2 years,-0.93
12/28/79,10 years - 2 years,-0.89
12/31/79,10 years - 2 years,-0.9
1/1/80,10 years - 2 years,.
1/2/80,10 years - 2 years,-0.89
1/3/80,10 years - 2 years,-0.85
1/4/80,10 years - 2 years,-0.81
1/7/80,10 years - 2 years,-0.72
1/8/80,10 years - 2 years,-0.69
1/9/80,10 years - 2 years,-0.66
1/10/80,10 years - 2 years,-0.67
1/11/80,10 years - 2 years,-0.65
1/14/80,10 years - 2 years,-0.65
1/15/80,10 years - 2 years,-0.67
1/16/80,10 years - 2 years,-0.65
1/17/80,10 years - 2 years,-0.66
1/18/80,10 years - 2 years,-0.7
1/21/80,10 years - 2 years,-0.62
1/22/80,10 years - 2 years,-0.71
1/23/80,10 years - 2 years,-0.71
1/24/80,10 years - 2 years,-0.67
1/25/80,10 years - 2 years,-0.72
1/28/80,10 years - 2 years,-0.64
1/29/80,10 years - 2 years,-0.67
1/30/80,10 years - 2 years,-0.68
1/31/80,10 years - 2 years,-0.62
2/1/80,10 years - 2 years,-0.75
2/4/80,10 years - 2 years,-0.72
2/5/80,10 years - 2 years,-0.76
2/6/80,10 years - 2 years,-0.5
2/7/80,10 years - 2 years,-0.5
2/8/80,10 years - 2 years,-0.51
2/11/80,10 years - 2 years,-0.59
2/12/80,10 years - 2 years,.
2/13/80,10 years - 2 years,-0.66
2/14/80,10 years - 2 years,-0.63
2/15/80,10 years - 2 years,-0.93
2/18/80,10 years - 2 years,.
2/19/80,10 years - 2 years,-1.11
2/20/80,10 years - 2 years,-1.19
2/21/80,10 years - 2 years,-1.29
2/22/80,10 years - 2 years,-1.46
2/25/80,10 years - 2 years,-1.35
2/26/80,10 years - 2 years,-1.26
2/27/80,10 years - 2 years,-1.36
2/28/80,10 years - 2 years,-1.49
2/29/80,10 years - 2 years,-2.01
3/3/80,10 years - 2 years,-2.04
3/4/80,10 years - 2 years,-1.95
3/5/80,10 years - 2 years,-1.96
3/6/80,10 years - 2 years,-2.14
3/7/80,10 years - 2 years,-2.34
3/10/80,10 years - 2 years,-2.08
3/11/80,10 years - 2 years,-2.02
3/12/80,10 years - 2 years,-2.12
3/13/80,10 years - 2 years,-2.19
3/14/80,10 years - 2 years,-2.28
3/17/80,10 years - 2 years,-2.24
3/18/80,10 years - 2 years,-2.02
3/19/80,10 years - 2 years,-1.98
3/20/80,10 years - 2 years,-2.41
3/21/80,10 years - 2 years,-2.27
3/24/80,10 years - 2 years,-2.19
3/25/80,10 years - 2 years,-2.09
3/26/80,10 years - 2 years,-2.23
3/27/80,10 years - 2 years,-2.14
3/28/80,10 years - 2 years,-2.17
3/31/80,10 years - 2 years,-1.99
4/1/80,10 years - 2 years,-1.9
4/2/80,10 years - 2 years,-1.89
4/3/80,10 years - 2 years,-1.99
4/4/80,10 years - 2 years,.
4/7/80,10 years - 2 years,-1.72
4/8/80,10 years - 2 years,-1.68
4/9/80,10 years - 2 years,-1.48
4/10/80,10 years - 2 years,-1.51
4/11/80,10 years - 2 years,-1.43
4/14/80,10 years - 2 years,-1.34
4/15/80,10 years - 2 years,-1.15
4/16/80,10 years - 2 years,-1.07
4/17/80,10 years - 2 years,-0.84
4/18/80,10 years - 2 years,-0.71
4/21/80,10 years - 2 years,-0.66
4/22/80,10 years - 2 years,-0.61
4/23/80,10 years - 2 years,-0.49
4/24/80,10 years - 2 years,-0.46
4/25/80,10 years - 2 years,-0.44
4/28/80,10 years - 2 years,-0.11
4/29/80,10 years - 2 years,-0.07
4/30/80,10 years - 2 years,-0.05
5/1/80,10 years - 2 years,-0.13
5/2/80,10 years - 2 years,0.2
5/5/80,10 years - 2 years,0.33
5/6/80,10 years - 2 years,0.4
5/7/80,10 years - 2 years,0.55
5/8/80,10 years - 2 years,0.7
5/9/80,10 years - 2 years,0.45
5/12/80,10 years - 2 years,0.78
5/13/80,10 years - 2 years,0.75
5/14/80,10 years - 2 years,0.87
5/15/80,10 years - 2 years,0.83
5/16/80,10 years - 2 years,0.61
5/19/80,10 years - 2 years,0.75
5/20/80,10 years - 2 years,0.96
5/21/80,10 years - 2 years,0.94
5/22/80,10 years - 2 years,0.97
5/23/80,10 years - 2 years,1.12
5/26/80,10 years - 2 years,.
5/27/80,10 years - 2 years,1.14
5/28/80,10 years - 2 years,1.06
5/29/80,10 years - 2 years,1.08
5/30/80,10 years - 2 years,1
6/2/80,10 years - 2 years,0.97
6/3/80,10 years - 2 years,0.96
6/4/80,10 years - 2 years,1.01
6/5/80,10 years - 2 years,1.05
6/6/80,10 years - 2 years,1.09
6/9/80,10 years - 2 years,1.12
6/10/80,10 years - 2 years,1.04
6/11/80,10 years - 2 years,1.05
6/12/80,10 years - 2 years,1.07
6/13/80,10 years - 2 years,1.12
6/16/80,10 years - 2 years,1.09
6/17/80,10 years - 2 years,1.13
6/18/80,10 years - 2 years,0.98
6/19/80,10 years - 2 years,0.88
6/20/80,10 years - 2 years,1.06
6/23/80,10 years - 2 years,1.04
6/24/80,10 years - 2 years,1.04
6/25/80,10 years - 2 years,1.06
6/26/80,10 years - 2 years,1.07
6/27/80,10 years - 2 years,1.1
6/30/80,10 years - 2 years,1.12
7/1/80,10 years - 2 years,1.12
7/2/80,10 years - 2 years,1.18
7/3/80,10 years - 2 years,1.24
7/4/80,10 years - 2 years,.
7/7/80,10 years - 2 years,1.26
7/8/80,10 years - 2 years,1.29
7/9/80,10 years - 2 years,1.31
7/10/80,10 years - 2 years,1.31
7/11/80,10 years - 2 years,1.31
7/14/80,10 years - 2 years,1.17
7/15/80,10 years - 2 years,1.19
7/16/80,10 years - 2 years,1.28
7/17/80,10 years - 2 years,1.32
7/18/80,10 years - 2 years,1.27
7/21/80,10 years - 2 years,1.2
7/22/80,10 years - 2 years,1.16
7/23/80,10 years - 2 years,1.17
7/24/80,10 years - 2 years,1.19
7/25/80,10 years - 2 years,1.2
7/28/80,10 years - 2 years,1.22
7/29/80,10 years - 2 years,1.17
7/30/80,10 years - 2 years,1.2
7/31/80,10 years - 2 years,1.04
8/1/80,10 years - 2 years,0.98
8/4/80,10 years - 2 years,1.03
8/5/80,10 years - 2 years,1.03
8/6/80,10 years - 2 years,1.11
8/7/80,10 years - 2 years,1.04
8/8/80,10 years - 2 years,1.06
8/11/80,10 years - 2 years,0.96
8/12/80,10 years - 2 years,0.95
8/13/80,10 years - 2 years,0.86
8/14/80,10 years - 2 years,0.83
8/15/80,10 years - 2 years,0.74
8/18/80,10 years - 2 years,0.36
8/19/80,10 years - 2 years,0.33
8/20/80,10 years - 2 years,0.11
8/21/80,10 years - 2 years,0.03
8/22/80,10 years - 2 years,0.04
8/25/80,10 years - 2 years,0.06
8/26/80,10 years - 2 years,0.08
8/27/80,10 years - 2 years,0.15
8/28/80,10 years - 2 years,0.12
8/29/80,10 years - 2 years,0.19
9/1/80,10 years - 2 years,.
9/2/80,10 years - 2 years,0.27
9/3/80,10 years - 2 years,0.35
9/4/80,10 years - 2 years,0.39
9/5/80,10 years - 2 years,0.32
9/8/80,10 years - 2 years,0.18
9/9/80,10 years - 2 years,0.06
9/10/80,10 years - 2 years,0.11
9/11/80,10 years - 2 years,0.05
9/12/80,10 years - 2 years,-0.03
9/15/80,10 years - 2 years,-0.17
9/16/80,10 years - 2 years,-0.16
9/17/80,10 years - 2 years,-0.22
9/18/80,10 years - 2 years,-0.31
9/19/80,10 years - 2 years,-0.26
9/22/80,10 years - 2 years,-0.31
9/23/80,10 years - 2 years,-0.24
9/24/80,10 years - 2 years,-0.23
9/25/80,10 years - 2 years,-0.2
9/26/80,10 years - 2 years,-0.41
9/29/80,10 years - 2 years,-0.31
9/30/80,10 years - 2 years,-0.27
10/1/80,10 years - 2 years,-0.24
10/2/80,10 years - 2 years,-0.23
10/3/80,10 years - 2 years,-0.11
10/6/80,10 years - 2 years,-0.06
10/7/80,10 years - 2 years,-0.01
10/8/80,10 years - 2 years,-0.18
10/9/80,10 years - 2 years,-0.21
10/10/80,10 years - 2 years,-0.2
10/13/80,10 years - 2 years,.
10/14/80,10 years - 2 years,-0.3
10/15/80,10 years - 2 years,-0.29
10/16/80,10 years - 2 years,-0.22
10/17/80,10 years - 2 years,-0.29
10/20/80,10 years - 2 years,-0.36
10/21/80,10 years - 2 years,-0.41
10/22/80,10 years - 2 years,-0.43
10/23/80,10 years - 2 years,-0.49
10/24/80,10 years - 2 years,-0.51
10/27/80,10 years - 2 years,-0.6
10/28/80,10 years - 2 years,-0.59
10/29/80,10 years - 2 years,-0.5
10/30/80,10 years - 2 years,-0.56
10/31/80,10 years - 2 years,-0.62
11/3/80,10 years - 2 years,-0.77
11/4/80,10 years - 2 years,.
11/5/80,10 years - 2 years,-0.77
11/6/80,10 years - 2 years,-0.53
11/7/80,10 years - 2 years,-0.7
11/10/80,10 years - 2 years,-0.51
11/11/80,10 years - 2 years,.
11/12/80,10 years - 2 years,-0.39
11/13/80,10 years - 2 years,-0.4
11/14/80,10 years - 2 years,-0.46
11/17/80,10 years - 2 years,-0.76
11/18/80,10 years - 2 years,-0.85
11/19/80,10 years - 2 years,-0.86
11/20/80,10 years - 2 years,-0.94
11/21/80,10 years - 2 years,-1.03
11/24/80,10 years - 2 years,-1.12
11/25/80,10 years - 2 years,-1.25
11/26/80,10 years - 2 years,-1.35
11/27/80,10 years - 2 years,.
11/28/80,10 years - 2 years,-1.41
12/1/80,10 years - 2 years,-1.33
12/2/80,10 years - 2 years,-1.3
12/3/80,10 years - 2 years,-1.12
12/4/80,10 years - 2 years,-1.24
12/5/80,10 years - 2 years,-1.49
12/8/80,10 years - 2 years,-1.54
12/9/80,10 years - 2 years,-1.44
12/10/80,10 years - 2 years,-1.44
12/11/80,10 years - 2 years,-1.4
12/12/80,10 years - 2 years,-1.53
12/15/80,10 years - 2 years,-1.58
12/16/80,10 years - 2 years,-1.61
12/17/80,10 years - 2 years,-1.7
12/18/80,10 years - 2 years,-1.67
12/19/80,10 years - 2 years,-1.41
12/22/80,10 years - 2 years,-1.1
12/23/80,10 years - 2 years,-0.69
12/24/80,10 years - 2 years,-0.95
12/25/80,10 years - 2 years,.
12/26/80,10 years - 2 years,-0.7
12/29/80,10 years - 2 years,-0.67
12/30/80,10 years - 2 years,-0.58
12/31/80,10 years - 2 years,-0.63
1/1/81,10 years - 2 years,.
1/2/81,10 years - 2 years,-0.68
1/5/81,10 years - 2 years,-0.13
1/6/81,10 years - 2 years,-0.31
1/7/81,10 years - 2 years,-0.54
1/8/81,10 years - 2 years,-0.74
1/9/81,10 years - 2 years,-0.96
1/12/81,10 years - 2 years,-0.72
1/13/81,10 years - 2 years,-0.77
1/14/81,10 years - 2 years,-0.42
1/15/81,10 years - 2 years,-0.63
1/16/81,10 years - 2 years,-0.55
1/19/81,10 years - 2 years,-0.98
1/20/81,10 years - 2 years,-0.98
1/21/81,10 years - 2 years,-1.02
1/22/81,10 years - 2 years,-0.96
1/23/81,10 years - 2 years,-0.9
1/26/81,10 years - 2 years,-0.7
1/27/81,10 years - 2 years,-0.67
1/28/81,10 years - 2 years,-0.71
1/29/81,10 years - 2 years,-0.62
1/30/81,10 years - 2 years,-0.58
2/2/81,10 years - 2 years,-0.65
2/3/81,10 years - 2 years,-0.72
2/4/81,10 years - 2 years,-0.77
2/5/81,10 years - 2 years,-0.68
2/6/81,10 years - 2 years,-0.8
2/9/81,10 years - 2 years,-0.76
2/10/81,10 years - 2 years,-0.83
2/11/81,10 years - 2 years,-0.92
2/12/81,10 years - 2 years,.
2/13/81,10 years - 2 years,-0.8
2/16/81,10 years - 2 years,.
2/17/81,10 years - 2 years,-0.64
2/18/81,10 years - 2 years,-0.68
2/19/81,10 years - 2 years,-0.63
2/20/81,10 years - 2 years,-0.65
2/23/81,10 years - 2 years,-0.73
2/24/81,10 years - 2 years,-0.79
2/25/81,10 years - 2 years,-0.71
2/26/81,10 years - 2 years,-0.63
2/27/81,10 years - 2 years,-0.65
3/2/81,10 years - 2 years,-0.78
3/3/81,10 years - 2 years,-0.7
3/4/81,10 years - 2 years,-0.76
3/5/81,10 years - 2 years,-0.74
3/6/81,10 years - 2 years,-0.71
3/9/81,10 years - 2 years,-0.75
3/10/81,10 years - 2 years,-0.66
3/11/81,10 years - 2 years,-0.67
3/12/81,10 years - 2 years,-0.67
3/13/81,10 years - 2 years,-0.59
3/16/81,10 years - 2 years,-0.45
3/17/81,10 years - 2 years,-0.52
3/18/81,10 years - 2 years,-0.17
3/19/81,10 years - 2 years,-0.17
3/20/81,10 years - 2 years,-0.11
3/23/81,10 years - 2 years,-0.23
3/24/81,10 years - 2 years,-0.25
3/25/81,10 years - 2 years,-0.3
3/26/81,10 years - 2 years,-0.28
3/27/81,10 years - 2 years,-0.31
3/30/81,10 years - 2 years,-0.1
3/31/81,10 years - 2 years,-0.04
4/1/81,10 years - 2 years,-0.05
4/2/81,10 years - 2 years,-0.15
4/3/81,10 years - 2 years,-0.17
4/6/81,10 years - 2 years,-0.39
4/7/81,10 years - 2 years,-0.29
4/8/81,10 years - 2 years,-0.28
4/9/81,10 years - 2 years,-0.42
4/10/81,10 years - 2 years,-0.31
4/13/81,10 years - 2 years,-0.37
4/14/81,10 years - 2 years,-0.34
4/15/81,10 years - 2 years,-0.45
4/16/81,10 years - 2 years,-0.44
4/17/81,10 years - 2 years,.
4/20/81,10 years - 2 years,-0.64
4/21/81,10 years - 2 years,-0.61
4/22/81,10 years - 2 years,-0.63
4/23/81,10 years - 2 years,-0.71
4/24/81,10 years - 2 years,-0.78
4/27/81,10 years - 2 years,-0.81
4/28/81,10 years - 2 years,-0.72
4/29/81,10 years - 2 years,-0.62
4/30/81,10 years - 2 years,-0.73
5/1/81,10 years - 2 years,-0.67
5/4/81,10 years - 2 years,-0.9
5/5/81,10 years - 2 years,-1.25
5/6/81,10 years - 2 years,-1.27
5/7/81,10 years - 2 years,-1.36
5/8/81,10 years - 2 years,-1.46
5/11/81,10 years - 2 years,-1.4
5/12/81,10 years - 2 years,-1.47
5/13/81,10 years - 2 years,-1.45
5/14/81,10 years - 2 years,-1.56
5/15/81,10 years - 2 years,-1.48
5/18/81,10 years - 2 years,-1.39
5/19/81,10 years - 2 years,-1.52
5/20/81,10 years - 2 years,-1.63
5/21/81,10 years - 2 years,-1.7
5/22/81,10 years - 2 years,-1.66
5/25/81,10 years - 2 years,.
5/26/81,10 years - 2 years,-1.42
5/27/81,10 years - 2 years,-1.43
5/28/81,10 years - 2 years,-1.23
5/29/81,10 years - 2 years,-0.9
6/1/81,10 years - 2 years,-1.01
6/2/81,10 years - 2 years,-1.08
6/3/81,10 years - 2 years,-1.1
6/4/81,10 years - 2 years,-1.25
6/5/81,10 years - 2 years,-1.17
6/8/81,10 years - 2 years,-0.95
6/9/81,10 years - 2 years,-1.04
6/10/81,10 years - 2 years,-1
6/11/81,10 years - 2 years,-1.08
6/12/81,10 years - 2 years,-1.09
6/15/81,10 years - 2 years,-0.94
6/16/81,10 years - 2 years,-1.03
6/17/81,10 years - 2 years,-1.14
6/18/81,10 years - 2 years,-1.09
6/19/81,10 years - 2 years,-1.19
6/22/81,10 years - 2 years,-1.05
6/23/81,10 years - 2 years,-1.03
6/24/81,10 years - 2 years,-1.05
6/25/81,10 years - 2 years,-0.95
6/26/81,10 years - 2 years,-0.9
6/29/81,10 years - 2 years,-0.8
6/30/81,10 years - 2 years,-0.8
7/1/81,10 years - 2 years,-0.9
7/2/81,10 years - 2 years,-0.92
7/3/81,10 years - 2 years,.
7/6/81,10 years - 2 years,-0.87
7/7/81,10 years - 2 years,-0.88
7/8/81,10 years - 2 years,-0.91
7/9/81,10 years - 2 years,-1.02
7/10/81,10 years - 2 years,-0.94
7/13/81,10 years - 2 years,-0.84
7/14/81,10 years - 2 years,-0.92
7/15/81,10 years - 2 years,-0.96
7/16/81,10 years - 2 years,-1
7/17/81,10 years - 2 years,-0.98
7/20/81,10 years - 2 years,-1.37
7/21/81,10 years - 2 years,-1.39
7/22/81,10 years - 2 years,-1.32
7/23/81,10 years - 2 years,-1.28
7/24/81,10 years - 2 years,-1.23
7/27/81,10 years - 2 years,-1.14
7/28/81,10 years - 2 years,-1.25
7/29/81,10 years - 2 years,-1.15
7/30/81,10 years - 2 years,-1.17
7/31/81,10 years - 2 years,-1.17
8/3/81,10 years - 2 years,-1.21
8/4/81,10 years - 2 years,-1.21
8/5/81,10 years - 2 years,-1.16
8/6/81,10 years - 2 years,-1.17
8/7/81,10 years - 2 years,-1.22
8/10/81,10 years - 2 years,-1.18
8/11/81,10 years - 2 years,-1.27
